WorkerId, submissionCode, bonus
A2C7TMRC2QHTIW,4.200000000000001
A1LB4EJUIYDMYJ,6.000000000000003
AFZKP8TAXAUCR,4.800000000000002
A1EAEZ7VIHKQ2,4.200000000000002
AWD97KUKGN0LR,5.000000000000002
A1TL6GOSY0W1YC,5.400000000000002
A3HIRLDYDLBYDQ,5.200000000000002
AK7LGB1QOGA1P,5.000000000000003
A2ERLVVT1F5UC3,5.600000000000002
A2VN3OJKI3R6HE,5.600000000000001
A1OBB3PWYWK9KK,5.200000000000003
A32UE0WDFAUWBE,0.8
A1D36KAPWAUPTJ,4.600000000000001
A1YMZSPZWPHT3W,6.000000000000003
A28ZPY6D5AS7GZ,6.400000000000002
A1JV64BL3WCK0G,6.000000000000003
A1A8L6LU8E2YOA,6.400000000000002
A1DJK2BUZBJR8I,1.6
A3RR85PK3AV9TU,4.400000000000001
A2XNO2KWLLGW6Z,6.400000000000002
A3LC6M2EMDBBXP,3.800000000000001
A3MUTEQC6CC7UJ,5.000000000000001
AN098C29EGJ6,5.8000000000000025
A27BPRHBM28XZS,5.8000000000000025
AQF6BA3IZCV2L,5.400000000000002
A150GMV1YQWWB3,5.600000000000002
A2581F7TDPAMBQ,4.000000000000001
A2W59CL4UQ3S4S,4.400000000000001
A1XDMS0KFSF5JW,4.200000000000001
